                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     27,                0.62089,                0.52718,                0.96855,                0.85058,                0.95424,                0.95001,                0.82612,                0.63739,                0.50502,                0.95841,             0.00044105,             0.00044105,             0.00044105
                     28,                0.61565,                0.50346,                 0.9686,                0.92025,                0.91253,                0.95043,                0.83503,                0.60977,                0.49247,                0.93871,             0.00042305,             0.00042305,             0.00042305
                     29,                0.59901,                0.49381,                0.95393,                0.93861,                0.91765,                0.95402,                0.83906,                0.62012,                0.46463,                0.94176,             0.00040505,             0.00040505,             0.00040505
                     30,                0.59419,                0.47485,                0.94902,                0.92908,                0.93748,                0.95937,                0.84803,                0.58358,                 0.4585,                0.93579,             0.00038705,             0.00038705,             0.00038705
                     31,                0.56223,                0.45724,                0.93575,                0.94351,                0.91602,                0.96036,                0.85452,                0.57153,                0.45473,                 0.9239,             0.00036905,             0.00036905,             0.00036905
                     32,                0.57638,                0.45734,                0.95012,                0.95818,                0.93226,                0.96002,                0.86627,                0.57103,                0.44761,                 0.9256,             0.00035106,             0.00035106,             0.00035106
                     33,                0.55815,                0.43827,                0.93369,                0.94066,                0.94329,                0.95457,                0.86512,                0.56935,                0.44621,                0.93181,             0.00033306,             0.00033306,             0.00033306
                     34,                0.55056,                0.42731,                0.93334,                0.94385,                0.92959,                0.96177,                0.87026,                0.56063,                 0.4427,                 0.9279,             0.00031506,             0.00031506,             0.00031506
                     35,                0.52268,                0.41487,                0.92304,                 0.9581,                0.93464,                0.97064,                0.87647,                0.54626,                0.41839,                0.91261,             0.00029706,             0.00029706,             0.00029706
                     36,                0.53119,                0.41496,                0.92991,                0.95788,                0.94025,                0.96872,                0.87943,                0.53437,                0.40781,                0.91052,             0.00027906,             0.00027906,             0.00027906
                     37,                0.52201,                0.41091,                0.92387,                0.92922,                  0.944,                 0.9658,                0.89348,                0.51321,                0.40882,                0.90348,             0.00026106,             0.00026106,             0.00026106
                     38,                0.49902,                0.39095,                 0.9147,                0.97165,                0.94019,                0.96284,                0.89294,                 0.5069,                0.41024,                0.89933,             0.00024307,             0.00024307,             0.00024307
                     39,                0.49965,                0.38733,                0.91405,                0.95627,                0.93568,                0.96441,                  0.886,                0.51829,                0.39983,                0.90235,             0.00022507,             0.00022507,             0.00022507
                     40,                0.47429,                0.36545,                0.90726,                0.95691,                0.93733,                0.96772,                0.90531,                0.48804,                0.39449,                0.89207,             0.00020707,             0.00020707,             0.00020707
                     41,                0.48226,                0.35385,                0.89896,                0.95895,                0.93301,                0.96249,                0.88611,                 0.5175,                0.40835,                0.90422,             0.00018907,             0.00018907,             0.00018907
                     42,                0.44162,                0.30911,                0.88113,                0.96855,                0.93931,                 0.9654,                0.90473,                0.50952,                0.39787,                0.89864,             0.00017107,             0.00017107,             0.00017107
                     43,                0.42426,                0.29399,                0.87059,                0.96302,                0.93464,                0.96373,                0.89914,                0.49103,                0.39845,                0.88948,             0.00015308,             0.00015308,             0.00015308
                     44,                 0.4148,                0.29085,                0.87432,                0.96831,                0.94017,                0.96304,                0.90994,                0.47834,                0.39138,                0.88903,             0.00013508,             0.00013508,             0.00013508
                     45,                0.40707,                0.29059,                0.87027,                0.97481,                0.93437,                0.96182,                0.90362,                0.46887,                0.38498,                0.88132,             0.00011708,             0.00011708,             0.00011708
                     46,                0.39309,                0.27317,                0.85639,                0.96496,                0.93798,                0.95978,                0.90762,                0.46109,                0.38372,                0.87764,             9.9081e-05,             9.9081e-05,             9.9081e-05
                     47,                0.38272,                0.26551,                0.86536,                0.96301,                0.94647,                0.96211,                0.91135,                0.45161,                0.37529,                0.88008,             8.1083e-05,             8.1083e-05,             8.1083e-05
                     48,                0.36744,                0.26017,                0.85072,                0.96706,                0.94324,                0.96376,                 0.9148,                0.44438,                0.37316,                0.87545,             6.3085e-05,             6.3085e-05,             6.3085e-05
                     49,                 0.3678,                0.25629,                0.84625,                0.96656,                0.94333,                0.96539,                0.93043,                0.43338,                 0.3672,                0.87199,             4.5086e-05,             4.5086e-05,             4.5086e-05
                     50,                0.35567,                0.25032,                0.84897,                0.96575,                0.94346,                0.96453,                0.92688,                0.42448,                0.36641,                0.86716,             2.7088e-05,             2.7088e-05,             2.7088e-05
