                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     12,                0.85604,                0.80013,                 1.0889,                0.80139,                0.76819,                0.81073,                  0.608,                0.83424,                0.76132,                 1.1088,             0.00071102,             0.00071102,             0.00071102
                     13,                0.84835,                0.77928,                 1.0849,                0.81399,                0.78692,                0.83128,                0.63354,                0.79264,                 0.7441,                 1.0729,             0.00069302,             0.00069302,             0.00069302
                     14,                0.83616,                 0.7907,                 1.0807,                0.84966,                0.79348,                0.84746,                0.67197,                0.78308,                0.67206,                  1.061,             0.00067502,             0.00067502,             0.00067502
                     15,                0.80331,                0.74848,                 1.0514,                0.78695,                 0.8182,                0.82376,                0.63052,                0.79909,                0.69816,                 1.0811,             0.00065703,             0.00065703,             0.00065703
                     16,                0.77311,                0.70187,                 1.0399,                0.87627,                0.77213,                 0.8504,                0.66161,                0.76391,                0.67749,                 1.0538,             0.00063903,             0.00063903,             0.00063903
                     17,                0.75349,                0.66777,                 1.0276,                0.86652,                0.77001,                 0.8535,                0.65822,                0.79323,                0.64252,                 1.0576,             0.00062103,             0.00062103,             0.00062103
                     18,                0.76179,                0.65748,                 1.0234,                0.83037,                0.81465,                 0.8658,                0.68039,                0.75768,                0.61097,                 1.0383,             0.00060303,             0.00060303,             0.00060303
                     19,                0.73035,                0.64119,                 1.0138,                0.74566,                0.83982,                0.88127,                0.73443,                0.69676,                0.63571,                 1.0016,             0.00058503,             0.00058503,             0.00058503
                     20,                0.72098,                0.62024,                 1.0128,                0.82071,                0.90106,                0.89793,                0.73413,                0.70228,                0.56474,                 1.0031,             0.00056703,             0.00056703,             0.00056703
                     21,                0.70056,                 0.6016,                0.99821,                0.89646,                0.83532,                0.88326,                0.72999,                0.69848,                0.58091,                 1.0087,             0.00054904,             0.00054904,             0.00054904
                     22,                0.68827,                0.58726,                0.99361,                0.83037,                0.85596,                0.90496,                0.74831,                0.68294,                0.51625,                 1.0081,             0.00053104,             0.00053104,             0.00053104
                     23,                0.67811,                0.55993,                0.98768,                0.88454,                0.81493,                0.88552,                0.74253,                0.66079,                0.49283,                0.98613,             0.00051304,             0.00051304,             0.00051304
                     24,                0.64876,                0.53912,                0.97365,                0.85942,                0.85522,                0.89466,                0.76962,                0.62933,                0.49516,                0.97335,             0.00049504,             0.00049504,             0.00049504
                     25,                0.63898,                  0.526,                0.96711,                0.90068,                0.85648,                0.90353,                0.77928,                 0.6332,                0.50271,                0.97026,             0.00047704,             0.00047704,             0.00047704
                     26,                0.64531,                0.52499,                0.97089,                0.82591,                0.91302,                0.91142,                0.78202,                0.60902,                0.47825,                0.95919,             0.00045904,             0.00045904,             0.00045904
                     27,                0.61309,                0.50451,                0.96111,                0.91478,                0.86133,                0.91214,                 0.7834,                0.60664,                0.47067,                0.95505,             0.00044105,             0.00044105,             0.00044105
                     28,                 0.6025,                0.48556,                0.95667,                0.86315,                 0.8853,                0.89639,                0.78121,                0.60588,                0.46515,                0.95497,             0.00042305,             0.00042305,             0.00042305
                     29,                0.59686,                0.48088,                 0.9523,                0.89437,                0.89852,                0.91556,                0.80625,                0.58244,                 0.4548,                0.95576,             0.00040505,             0.00040505,             0.00040505
                     30,                0.58734,                0.47404,                0.94446,                0.93277,                0.88313,                0.92403,                0.81356,                0.57593,                0.44393,                0.94811,             0.00038705,             0.00038705,             0.00038705
                     31,                0.56587,                  0.453,                0.93477,                0.88596,                0.88478,                 0.9018,                0.79518,                0.58157,                0.45349,                0.94877,             0.00036905,             0.00036905,             0.00036905
                     32,                0.56156,                0.44277,                0.92902,                0.92485,                0.88637,                  0.919,                0.82472,                0.57621,                0.45247,                0.95181,             0.00035106,             0.00035106,             0.00035106
                     33,                0.55215,                0.43612,                0.93288,                0.93411,                0.86348,                0.92907,                0.82494,                0.57298,                0.44736,                0.93305,             0.00033306,             0.00033306,             0.00033306
                     34,                0.53812,                0.41219,                0.93037,                0.90518,                0.89048,                0.92853,                0.83391,                0.55905,                0.41467,                0.93113,             0.00031506,             0.00031506,             0.00031506
                     35,                 0.5343,                0.41912,                0.92553,                0.93855,                0.88054,                0.95654,                0.85971,                0.52504,                0.42006,                0.91704,             0.00029706,             0.00029706,             0.00029706
                     36,                0.53169,                0.40337,                0.92219,                0.94634,                0.88863,                0.94836,                0.85848,                0.52072,                0.40681,                 0.9156,             0.00027906,             0.00027906,             0.00027906
                     37,                0.50108,                0.38851,                0.91455,                0.92827,                0.88959,                0.94967,                0.84985,                0.50725,                0.40946,                0.91365,             0.00026106,             0.00026106,             0.00026106
                     38,                0.51653,                0.40563,                0.92113,                0.92589,                0.95121,                0.96342,                 0.8762,                0.50449,                0.39682,                0.90769,             0.00024307,             0.00024307,             0.00024307
                     39,                0.50781,                 0.3905,                0.91619,                0.95907,                0.88378,                0.94706,                0.87652,                0.47823,                0.38692,                0.89713,             0.00022507,             0.00022507,             0.00022507
                     40,                0.48337,                0.37547,                0.90671,                0.94802,                0.88846,                0.95623,                0.87614,                0.47149,                0.38721,                0.90031,             0.00020707,             0.00020707,             0.00020707
                     41,                   0.49,                0.36882,                0.90078,                0.90054,                0.94026,                0.95764,                0.89265,                0.48328,                0.37875,                0.89923,             0.00018907,             0.00018907,             0.00018907
                     42,                0.44429,                0.32052,                0.87511,                0.97084,                0.89985,                0.96117,                0.89067,                0.47008,                0.36317,                0.88713,             0.00017107,             0.00017107,             0.00017107
                     43,                0.42353,                0.30017,                0.87149,                 0.9578,                0.89635,                0.96115,                0.89263,                0.46219,                0.36304,                0.88284,             0.00015308,             0.00015308,             0.00015308
                     44,                0.41455,                0.29476,                0.87128,                0.96026,                0.89924,                0.95198,                0.88485,                0.46112,                0.35029,                0.88382,             0.00013508,             0.00013508,             0.00013508
                     45,                0.40426,                0.28232,                0.86034,                 0.9655,                 0.8973,                0.95891,                0.89646,                0.45752,                 0.3494,                0.88617,             0.00011708,             0.00011708,             0.00011708
                     46,                0.40004,                0.27783,                0.86347,                0.97553,                0.90039,                0.96591,                0.91362,                0.44427,                0.33424,                0.87928,             9.9081e-05,             9.9081e-05,             9.9081e-05
                     47,                0.37556,                0.27061,                0.85004,                0.93758,                0.95895,                0.97212,                0.92187,                0.43832,                0.33681,                0.88088,             8.1083e-05,             8.1083e-05,             8.1083e-05
                     48,                0.36742,                0.25494,                0.84409,                0.93266,                0.96324,                0.97249,                0.92237,                0.42374,                 0.3349,                0.87791,             6.3085e-05,             6.3085e-05,             6.3085e-05
                     49,                0.36002,                0.24898,                0.84588,                0.95381,                0.94505,                0.97222,                0.92705,                0.41853,                0.33463,                  0.875,             4.5086e-05,             4.5086e-05,             4.5086e-05
                     50,                0.36092,                0.24663,                0.84161,                0.95401,                 0.9509,                0.97254,                0.92986,                0.40927,                0.32929,                0.87162,             2.7088e-05,             2.7088e-05,             2.7088e-05
